UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL422037,..,5,5,0,0,0,0,0,0,7,..,0,0,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,31,14,17,15,12,13,17,10,0,136,..,0,7,24,20,16,31,11,0,113,..,4,3,0,3,0,0,0,0,16,..,0,0,4,0,0,0,0,0,10,62,..,..,..,..,..,..,..,..,62,..,11,..,..,..,..,..,..,..,11,..,6,4,0,4,0,0,0,0,18,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,5,5,0,0,0,0,0,0,7,..,0,0,4,3,5,6,4,0,31,3,0,0,0,0,0,0,0,0,5,62,31,21,39,32,26,43,25,0,277
UCL422038,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,18,10,9,12,19,17,18,10,0,120,..,0,0,11,17,13,25,19,0,77,..,0,10,3,15,0,0,0,0,27,..,0,0,4,3,5,0,0,0,14,36,..,..,..,..,..,..,..,..,36,..,17,..,..,..,..,..,..,..,17,..,6,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,3,3,4,18,10,7,0,40,0,0,0,0,0,0,0,0,0,3,39,24,22,22,36,32,34,27,3,233
UCL422039,..,0,0,0,0,4,0,0,0,4,..,3,0,0,4,0,6,4,0,15,0,0,0,0,0,0,0,0,0,0,12,3,5,7,9,17,22,7,0,82,..,0,5,4,11,17,31,12,0,77,..,0,11,5,3,5,3,0,0,17,..,0,0,0,0,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,9,4,0,0,16,..,3,0,0,5,18,10,4,0,42,0,0,0,0,0,0,0,3,0,11,25,13,18,11,26,49,48,18,0,199
UCL422040,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,8,6,23,0,0,0,0,0,3,4,0,0,9,14,4,10,12,13,19,17,17,7,114,..,0,10,16,12,10,19,19,6,82,..,0,3,5,7,11,0,0,0,31,..,0,0,4,0,0,0,0,0,6,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,8,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,9,14,0,13,11,52,0,0,0,0,4,3,9,0,0,17,28,13,20,31,34,35,37,33,15,234
UCL422041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,6,5,4,3,19,0,0,0,0,0,0,0,0,0,4,16,4,12,8,11,28,37,14,3,142,..,0,4,15,18,40,50,31,0,157,..,9,4,0,3,0,5,0,0,20,..,0,3,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,3,0,0,6,8,13,6,3,43,0,0,0,0,0,0,0,0,0,12,38,25,16,22,31,53,72,41,0,295
UCL422042,..,0,0,0,4,4,0,0,0,6,..,0,0,0,7,3,8,7,0,25,0,0,0,0,0,0,0,0,0,0,8,5,11,4,22,28,28,24,0,124,..,0,4,3,14,24,25,25,0,106,..,0,5,0,3,15,8,3,0,34,..,0,0,0,4,3,3,0,0,15,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,7,5,7,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,0,0,0,8,..,0,3,0,4,20,12,10,0,55,0,0,0,0,4,0,5,0,0,7,21,11,21,8,42,69,55,38,5,259
UCL422043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,5,5,4,20,0,0,0,0,0,0,0,0,0,0,8,3,3,3,8,21,16,8,4,69,..,0,3,4,10,22,17,12,0,65,..,0,0,0,0,7,0,0,0,7,..,0,0,0,0,0,0,0,0,6,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,4,4,10,5,6,4,32,0,0,0,0,0,0,0,0,0,4,10,3,10,5,22,35,32,17,4,134
UCL422044,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,7,7,11,7,28,0,0,0,0,0,4,0,3,0,5,17,4,3,15,18,25,26,25,8,133,..,3,5,9,20,23,29,28,7,123,..,0,4,9,0,3,4,0,0,13,..,0,0,0,0,0,3,0,0,7,37,..,..,..,..,..,..,..,..,37,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,13,18,13,10,55,0,3,3,0,0,5,0,6,0,13,37,12,16,25,28,48,60,46,11,283
UCL422045,..,0,0,0,0,0,0,0,0,3,..,0,3,0,5,7,19,8,9,48,0,0,0,0,0,3,3,0,0,5,7,4,11,13,20,49,75,30,11,227,..,0,7,14,16,61,101,47,19,252,..,0,4,0,8,4,4,7,0,32,..,0,0,3,0,0,0,0,0,13,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,5,0,3,0,0,0,0,0,7,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,9,..,0,6,0,3,16,31,19,9,99,0,0,0,0,3,3,3,3,0,12,21,15,18,21,36,93,146,73,33,459
UCL422046,..,0,4,0,3,0,0,0,0,8,..,0,5,0,0,12,9,9,0,34,0,0,0,0,0,0,0,0,0,6,25,11,16,18,27,32,32,23,3,183,..,0,11,8,10,28,37,28,6,140,..,0,8,5,6,9,7,0,0,37,..,0,4,8,7,0,0,0,0,26,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,8,5,0,0,3,0,0,0,15,..,5,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,9,..,7,6,8,11,16,17,11,0,66,0,0,3,0,0,0,0,0,0,11,51,31,37,29,43,65,68,43,11,364
UCL422047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,6,3,7,10,3,23,11,3,5,73,..,0,0,11,4,27,17,6,4,77,..,3,7,3,0,4,0,0,0,20,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,6,6,0,0,18,0,0,0,0,0,0,0,0,0,3,14,11,6,17,13,37,25,6,8,141
UCL422048,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,8,7,13,3,34,4,0,0,0,0,0,0,0,0,5,24,0,19,12,17,34,30,21,3,158,..,0,5,10,6,24,28,15,0,93,..,0,5,10,0,12,5,0,0,30,..,0,7,3,3,6,0,0,0,23,50,..,..,..,..,..,..,..,..,50,..,7,..,..,..,..,..,..,..,7,..,6,3,0,0,0,0,0,0,10,..,0,4,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,9,..,0,0,4,14,14,15,20,7,79,3,0,0,0,0,0,0,0,0,10,54,15,30,21,29,68,57,34,5,321
UCL422049,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,8,3,21,0,0,0,0,0,0,0,0,0,6,18,10,17,9,7,32,10,13,4,124,..,0,10,13,9,38,21,16,6,104,..,3,16,6,4,11,0,0,0,48,..,0,5,3,3,0,0,0,0,8,45,..,..,..,..,..,..,..,..,45,..,11,..,..,..,..,..,..,..,11,..,10,5,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,7,7,14,8,32,0,0,0,0,0,0,3,0,0,10,49,22,35,26,24,59,25,23,8,271
UCL422050,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,6,5,0,0,16,0,0,0,0,0,0,0,0,0,4,9,9,4,8,11,11,17,5,0,85,..,0,5,10,16,17,20,3,0,67,..,0,3,5,0,0,0,0,0,18,..,0,0,3,0,0,0,0,0,12,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,7,4,0,0,0,0,0,0,8,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,3,0,6,11,4,0,30,0,0,0,0,0,0,0,0,0,4,27,13,16,24,24,31,34,14,0,183
UCL422051,..,0,0,0,0,5,0,0,0,7,..,0,0,4,7,11,6,4,0,31,0,0,0,0,0,0,4,0,0,6,41,13,15,22,34,38,25,0,0,189,..,3,8,7,26,33,24,6,0,104,..,4,13,7,10,9,6,0,0,52,..,0,3,11,14,4,0,0,0,26,66,..,..,..,..,..,..,..,..,66,..,7,..,..,..,..,..,..,..,7,..,13,9,0,0,0,0,0,0,17,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,5,4,0,0,14,..,0,0,6,11,16,13,4,0,58,0,3,0,0,0,0,4,0,0,11,69,31,30,36,60,69,55,6,3,359
UCL422052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,11,10,3,33,5,0,5,0,4,4,3,0,0,14,23,5,14,10,22,48,43,40,4,216,..,0,5,4,19,57,63,46,7,201,..,3,16,8,5,7,4,0,0,45,..,0,0,4,0,0,0,0,4,10,40,..,..,..,..,..,..,..,..,40,..,5,..,..,..,..,..,..,..,5,..,0,0,3,0,3,0,0,0,4,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,3,0,0,0,8,..,0,5,5,15,3,19,25,8,86,5,0,8,0,4,0,10,3,0,28,39,10,38,17,39,86,94,84,16,430
UCL422053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,6,3,0,21,0,0,0,0,0,0,0,0,0,0,6,8,7,4,5,19,15,12,4,76,..,0,0,3,3,11,16,12,4,50,..,0,6,4,0,0,3,0,0,18,..,0,0,0,4,0,0,0,0,11,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,6,0,0,4,..,0,0,0,0,22,16,11,0,53,0,0,0,0,0,0,0,0,0,7,8,3,9,13,20,35,36,28,11,165
UCL422054,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,3,7,4,3,12,0,0,0,0,0,0,0,0,0,0,16,16,4,7,22,15,10,10,3,103,..,0,3,0,18,22,11,7,0,68,..,8,5,6,5,4,0,0,0,32,..,0,0,0,4,0,0,0,0,8,25,..,..,..,..,..,..,..,..,25,..,12,..,..,..,..,..,..,..,12,..,6,4,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,4,0,0,0,10,..,0,0,3,4,13,11,7,3,40,0,0,0,0,0,0,0,0,0,0,25,28,13,11,37,36,27,20,7,205
UCL422055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,6,0,15,0,0,0,0,0,0,0,0,0,0,20,9,12,16,24,30,13,13,0,134,..,0,8,4,25,25,22,13,5,109,..,0,6,10,8,6,4,0,0,32,..,0,0,6,9,4,0,0,0,24,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,10,11,0,0,0,0,0,0,30,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,4,15,14,16,8,0,60,0,4,0,0,0,0,0,0,0,5,31,24,28,25,63,53,40,30,5,308
UCL422056,..,0,0,0,0,0,0,0,0,0,..,3,0,5,0,4,3,3,6,19,0,0,0,0,0,0,0,0,0,3,20,6,21,19,11,14,13,10,8,121,..,0,15,15,7,19,15,11,6,85,..,3,17,3,6,8,0,0,0,34,..,0,6,5,3,0,0,0,0,10,51,..,..,..,..,..,..,..,..,51,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,8,6,4,3,4,7,3,11,45,0,0,0,0,0,3,0,0,0,9,51,27,40,34,16,34,30,15,15,256
UCL422057,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,8,0,0,14,0,0,0,0,4,0,0,0,0,4,28,22,16,27,24,24,21,3,0,175,..,0,7,29,29,43,33,4,0,152,..,3,11,12,6,0,0,0,0,32,..,0,4,4,5,0,3,0,0,21,56,..,..,..,..,..,..,..,..,56,..,18,..,..,..,..,..,..,..,18,..,21,12,5,0,0,0,0,0,38,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,3,0,4,..,0,0,0,0,3,8,0,0,21,0,0,0,0,4,0,0,0,0,5,62,45,42,51,48,58,43,11,4,353
UCL422058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,7,0,19,0,0,0,0,0,0,0,0,0,4,23,9,6,8,10,16,13,15,5,100,..,0,3,8,5,12,12,17,8,63,..,3,3,5,3,3,5,0,0,27,..,0,0,3,6,4,0,0,0,11,37,..,..,..,..,..,..,..,..,37,..,3,..,..,..,..,..,..,..,3,..,3,3,3,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,6,7,6,3,34,0,0,0,0,0,0,0,0,0,3,38,15,19,16,13,31,29,19,8,192
UCL422059,..,0,0,0,0,4,0,0,0,0,..,0,0,4,3,4,8,7,0,25,0,0,0,0,0,0,0,0,0,6,53,18,20,27,23,40,31,19,3,226,..,0,19,20,22,45,36,12,0,152,..,5,14,9,4,5,4,5,0,45,..,0,0,3,3,0,0,0,0,12,79,..,..,..,..,..,..,..,..,79,..,12,..,..,..,..,..,..,..,12,..,8,0,0,0,0,0,0,0,15,..,0,0,0,0,3,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,4,0,0,0,5,..,0,0,4,11,5,11,14,7,48,0,0,0,0,0,5,3,0,0,14,79,35,38,38,40,68,63,29,7,405
UCL422060,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,8,5,6,0,19,0,0,0,0,0,0,0,0,0,3,6,0,7,11,7,20,23,13,8,90,..,0,0,7,7,13,33,8,4,81,..,0,0,4,5,4,3,0,0,20,..,0,0,0,0,4,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,3,9,0,0,0,0,0,0,9,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,17,13,7,0,49,0,0,0,0,0,3,0,0,0,6,20,5,7,10,20,42,44,16,10,188
UCL422061,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,9,8,13,13,0,3,0,48,..,0,4,5,7,9,0,0,0,24,..,0,3,3,6,7,0,0,0,25,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,5,10,5,10,10,3,0,0,39,0,0,0,0,0,0,0,0,0,0,18,11,19,19,26,24,5,3,0,117
UCL422062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,32,12,19,11,9,14,11,5,0,111,..,0,10,15,20,24,14,6,0,92,..,0,13,3,4,0,0,0,0,15,..,0,0,3,0,0,0,0,0,8,50,..,..,..,..,..,..,..,..,50,..,12,..,..,..,..,..,..,..,12,..,9,5,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,5,50,19,22,26,27,24,15,6,0,202
UCL422063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,33,22,19,27,10,3,0,0,136,..,4,9,0,18,4,0,0,0,33,..,8,20,9,10,6,0,0,0,55,..,3,6,4,5,7,3,0,0,20,68,..,..,..,..,..,..,..,..,68,..,6,..,..,..,..,..,..,..,6,..,12,13,0,0,0,0,0,0,27,..,22,3,5,5,5,0,0,0,42,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,..,0,4,0,7,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,68,62,46,29,47,19,3,0,0,278
UCL431001,..,95,117,70,155,247,156,46,12,895,..,114,180,194,454,1018,1150,808,309,4233,154,300,153,101,150,227,188,64,14,1354,11315,6202,5529,7392,9597,10755,8165,3307,756,63015,..,206,4128,9147,12397,14483,12111,4800,664,57938,..,840,2754,2308,2697,2513,1162,252,23,12557,..,83,401,723,1086,663,344,233,152,3680,23094,..,..,..,..,..,..,..,..,23094,..,5681,..,..,..,..,..,..,..,5681,..,4659,1984,684,472,253,36,0,0,8092,..,412,214,106,173,338,343,297,156,2025,..,340,277,121,110,126,66,26,3,1057,..,221,350,209,333,532,358,106,18,2121,..,328,645,750,1616,3070,2968,1637,517,11525,328,601,373,250,352,490,415,147,28,2984,23424,13359,11116,14294,19244,22464,17795,7499,1562,130753
UCL479997,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,73,87,111,77,50,64,42,9,4,522,73,87,111,77,50,64,42,9,4,522,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,154,172,248,184,159,152,96,16,6,1189,154,172,248,184,159,152,96,16,6,1189
UCL501001,..,7315,9178,2456,2057,2295,1577,600,126,25603,..,3875,11707,9247,10433,18079,22926,18514,9799,104574,2070,3094,2560,1441,1324,1633,1488,786,371,14766,181747,113910,141124,143376,127025,111189,89026,48195,17495,973097,..,3346,89034,168678,151899,130741,105465,51620,10796,711576,..,17134,67021,37366,24941,16235,7385,2116,325,172522,..,1739,10520,20563,24385,14112,6192,3659,2427,83585,369346,..,..,..,..,..,..,..,..,369346,..,101843,..,..,..,..,..,..,..,101843,..,61135,33736,9980,6151,3251,694,20,0,114965,..,11421,8929,3201,3208,5615,5954,3547,2066,43942,..,5833,7447,2677,1628,1100,519,176,36,19422,..,15346,23036,7025,5215,5080,3445,1286,269,60708,..,7523,25665,23221,24262,33371,36440,26329,13243,190055,4186,5664,5332,3467,2833,2829,2448,1266,514,28538,373528,230983,270709,276180,244522,212331,168542,90020,29679,1896506
UCL511001,..,180,206,69,89,105,83,37,5,777,..,134,279,253,470,817,945,773,399,4069,96,143,103,59,69,102,90,40,17,716,6911,3962,4437,4798,4764,4372,3561,1966,662,35433,..,143,2772,5080,5148,4956,4178,2122,401,24801,..,972,2323,1263,992,777,346,92,9,6764,..,122,577,1059,976,372,194,127,84,3520,14121,..,..,..,..,..,..,..,..,14121,..,2833,..,..,..,..,..,..,..,2833,..,2380,747,312,188,112,31,0,0,3760,..,315,222,91,101,178,167,99,52,1223,..,249,214,109,68,39,18,7,3,708,..,365,478,190,209,222,166,55,7,1691,..,305,758,718,1028,1446,1467,1082,536,7337,227,265,218,154,135,181,164,68,28,1446,14342,7926,8320,8976,8847,8282,6731,3650,1125,68198
UCL512001,..,103,63,17,29,50,31,14,0,310,..,61,117,112,241,427,547,495,266,2267,38,53,45,34,43,71,65,33,15,398,2516,1545,1553,1661,1947,1992,1781,1185,439,14625,..,76,1014,1583,1887,2017,1948,1184,322,10028,..,394,789,545,458,361,183,55,11,2788,..,35,195,384,401,189,78,57,52,1389,5064,..,..,..,..,..,..,..,..,5064,..,1071,..,..,..,..,..,..,..,1071,..,895,338,117,87,65,19,0,0,1519,..,162,85,33,49,79,86,54,25,566,..,110,89,39,29,30,5,0,0,297,..,181,156,56,69,98,54,29,0,641,..,128,271,239,440,741,824,684,382,3702,87,103,92,73,91,122,118,56,20,764,5154,3154,3026,3061,3511,3689,3313,2118,800,27833
UCL512002,..,36,68,24,34,43,26,9,5,239,..,24,74,72,164,320,456,388,241,1752,24,44,33,29,32,52,43,26,6,293,2296,1172,1226,1637,1791,1711,1725,994,385,12940,..,24,767,1670,1863,1817,2060,1150,230,9575,..,239,653,505,422,296,198,52,9,2369,..,23,143,325,370,157,55,39,22,1137,4638,..,..,..,..,..,..,..,..,4638,..,957,..,..,..,..,..,..,..,957,..,784,264,76,67,41,8,4,0,1238,..,96,53,17,29,55,67,34,25,378,..,84,62,19,22,14,5,6,0,214,..,92,148,60,76,97,45,19,4,540,..,57,176,206,327,515,714,534,315,2842,52,81,83,61,66,88,87,40,12,570,4688,2432,2344,2940,3236,3080,3236,1881,624,24467
UCL512003,..,89,61,32,35,56,26,15,0,319,..,108,161,104,223,362,389,321,175,1842,65,75,42,40,48,68,60,29,10,426,2865,1737,1748,1884,2033,1920,1498,869,287,14837,..,66,1001,1746,1993,1987,1664,860,190,9508,..,461,902,561,477,399,143,44,15,3012,..,68,264,435,417,226,112,76,31,1632,5694,..,..,..,..,..,..,..,..,5694,..,1036,..,..,..,..,..,..,..,1036,..,1003,341,171,121,50,8,0,0,1702,..,224,96,59,67,91,88,64,21,704,..,98,76,38,26,12,11,6,0,262,..,173,178,80,70,108,63,23,3,699,..,195,369,318,500,742,673,478,241,3515,132,137,89,76,95,106,112,49,9,806,5824,3453,3319,3494,3761,3719,2871,1603,524,28568
