UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL515014,3,5,6,10,10,7,12,5,0,54,0,0,0,0,0,3,7,0,3,14,10,23,37,15,12,17,4,0,0,110,39,83,208,148,138,133,53,13,3,813
UCL515015,0,0,0,8,12,10,29,67,36,163,0,0,9,4,0,0,3,7,4,18,9,11,20,18,31,20,27,34,27,204,58,116,381,315,349,319,311,264,124,2248
UCL515016,0,0,0,0,0,6,11,15,6,39,0,0,0,0,0,0,0,0,0,3,4,7,16,19,23,25,33,21,3,145,21,43,163,172,189,274,300,133,36,1332
UCL515017,0,0,0,0,0,6,17,12,3,31,0,0,0,0,0,0,0,3,0,7,6,8,15,22,31,41,40,17,8,186,29,42,112,122,172,248,222,101,27,1091
UCL515018,0,0,3,6,3,10,12,0,0,45,0,0,0,0,0,0,0,0,0,9,21,20,39,52,41,26,19,8,6,232,54,106,213,242,244,230,118,33,11,1244
UCL515019,0,3,19,24,25,20,34,44,28,209,0,4,7,11,22,18,33,15,5,121,33,20,57,66,46,50,53,33,19,384,131,222,481,429,423,452,378,214,88,2817
UCL515020,10,4,15,15,17,29,17,13,4,121,0,0,0,0,0,8,10,8,0,29,50,62,176,118,118,77,46,19,14,685,151,291,903,643,593,490,222,68,16,3370
UCL515021,0,0,0,0,0,5,12,19,10,41,0,0,0,0,0,0,0,0,0,3,4,4,3,12,11,11,10,10,8,65,52,59,122,174,221,269,257,136,36,1321
UCL515022,0,0,6,7,7,10,34,64,30,165,0,0,12,9,7,3,4,3,5,43,27,8,15,28,43,24,36,31,17,232,124,233,493,442,488,559,477,301,112,3230
UCL515023,3,0,0,3,12,18,19,18,10,84,0,0,0,0,0,0,0,0,0,4,19,14,46,39,29,40,31,17,5,233,71,144,319,274,291,322,274,122,61,1868
UCL515024,0,0,4,0,4,3,16,18,6,47,0,0,0,0,0,0,0,0,0,0,10,13,31,24,30,27,31,19,12,200,45,87,192,163,175,224,194,103,47,1222
UCL515025,0,0,4,3,0,3,18,21,19,74,0,0,11,7,15,4,0,0,0,44,15,15,20,22,32,37,32,34,34,236,75,76,177,183,230,272,242,141,82,1474
UCL515026,0,0,4,0,6,4,4,13,13,48,0,0,6,0,0,0,3,0,0,0,3,7,34,10,16,22,13,12,3,115,72,163,419,255,276,247,153,63,23,1672
UCL515027,5,0,3,8,6,13,24,50,33,135,0,4,0,8,0,3,4,7,4,24,23,27,65,55,59,50,53,35,25,387,102,231,460,408,451,488,450,246,143,2974
UCL515028,0,0,0,3,14,3,6,3,0,35,0,0,5,0,0,4,0,0,0,11,31,21,120,95,68,45,15,3,0,401,107,226,864,765,543,360,87,7,0,2963
UCL515029,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,11,12,48,81,49,30,3,4,0,239,31,66,220,292,200,142,16,6,0,979
UCL515030,5,0,5,5,4,11,22,53,29,128,0,0,0,0,0,0,0,0,0,9,28,13,36,43,35,44,54,60,49,353,144,164,355,436,453,506,512,327,126,3033
UCL515031,0,0,3,5,5,10,27,31,12,98,0,0,0,0,0,0,0,3,0,5,14,10,31,32,40,61,53,51,10,307,67,93,206,268,336,476,544,309,71,2360
UCL515032,0,0,0,0,0,6,6,7,0,18,0,0,0,0,0,0,0,0,0,4,4,5,14,15,23,17,10,0,0,100,48,82,169,185,260,202,119,32,11,1115
UCL515033,0,0,0,4,8,11,4,0,0,26,0,0,0,5,5,3,0,0,0,5,27,13,54,86,57,33,9,0,0,281,69,106,471,605,363,221,47,10,0,1890
UCL515034,0,3,0,4,7,6,12,13,0,53,0,0,0,0,3,0,0,0,0,3,12,15,22,44,25,33,24,14,4,198,76,121,349,353,391,377,292,148,31,2151
UCL515035,0,0,3,0,3,6,9,19,12,55,0,0,0,0,0,4,0,0,0,8,12,10,24,15,14,18,23,16,4,136,30,56,136,125,135,231,215,129,44,1102
UCL515036,0,0,0,3,3,13,23,49,21,123,0,0,0,0,0,0,0,3,4,11,11,8,24,18,34,24,29,37,31,210,62,97,234,242,296,341,335,194,85,1885
UCL515037,0,0,0,0,5,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,20,17,80,67,42,39,10,5,0,288,48,103,369,412,247,150,38,9,0,1380
UCL515038,0,0,0,3,0,10,16,35,17,85,0,0,0,0,0,3,0,0,0,5,5,9,19,19,35,37,37,47,18,228,54,62,183,201,269,391,505,290,92,2033
UCL521001,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,19,25,25,37,64,86,100,57,14,3,407
UCL521002,0,0,0,0,4,5,8,3,3,21,0,0,0,0,0,0,0,0,0,0,7,0,3,17,12,7,16,0,0,62,27,22,65,90,119,106,155,50,6,636
UCL521003,0,0,0,0,0,3,13,21,5,52,0,0,0,0,0,0,0,0,0,0,3,3,6,7,11,3,21,21,7,80,19,23,48,82,90,132,193,118,49,755
UCL521004,4,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,3,0,0,7,0,0,4,0,9,0,0,0,0,14,32,53,109,73,76,45,16,0,0,402
UCL521005,0,0,0,0,0,5,5,5,3,12,0,0,0,4,0,0,0,0,0,4,7,3,16,11,23,25,12,13,3,121,20,45,140,138,142,176,125,52,10,843
UCL521006,0,0,0,0,0,0,7,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,12,14,12,0,56,17,29,67,102,103,163,120,70,5,683
UCL521007,0,0,0,0,0,7,3,7,0,19,0,0,0,0,0,0,0,5,0,4,0,0,6,7,14,8,13,12,0,59,10,34,47,54,59,89,80,56,21,444
UCL521008,0,7,0,0,4,3,8,10,8,35,0,0,0,0,0,0,0,0,0,4,3,4,6,11,6,15,6,5,0,53,9,27,41,55,61,73,70,68,39,438
UCL521009,0,0,0,0,4,0,11,6,3,23,0,0,0,0,0,0,0,0,0,0,5,4,4,9,9,16,21,17,9,83,8,19,44,51,57,72,110,65,25,457
UCL521010,0,0,4,0,0,0,12,10,5,28,0,0,0,0,0,0,0,0,0,0,9,3,9,5,4,16,11,5,0,63,38,52,97,79,109,105,95,52,12,646
UCL521011,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,14,18,25,65,103,87,63,36,14,0,411
UCL521012,0,0,0,0,0,4,6,6,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,11,4,5,39,11,13,60,48,77,107,99,23,9,451
UCL521013,0,0,0,0,0,0,5,0,5,11,0,0,0,0,6,6,0,0,0,8,0,0,16,10,4,11,7,4,0,53,27,35,113,94,141,137,99,27,8,685
UCL521014,0,0,0,0,0,5,15,4,3,33,0,0,0,0,0,0,0,3,0,7,8,3,13,25,29,27,20,7,0,137,27,29,63,84,132,151,113,35,4,631
UCL521015,0,0,0,0,0,0,4,9,9,26,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,8,8,0,10,42,15,27,67,59,65,85,115,60,38,523
UCL521016,0,0,5,0,0,6,8,7,6,22,0,0,0,0,0,0,0,0,0,0,3,5,6,12,5,7,3,0,3,49,22,37,101,69,84,75,74,40,25,514
UCL521017,0,0,0,0,0,8,5,4,3,22,0,0,0,0,0,0,0,0,0,0,0,6,16,17,15,11,9,5,0,80,14,49,105,107,74,80,56,38,19,539
UCL521018,0,0,0,0,0,0,8,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,17,13,33,64,61,77,59,57,34,11,413
UCL521019,0,0,0,0,0,0,11,6,0,25,0,0,0,0,0,0,0,0,0,4,4,9,17,12,15,22,15,15,5,115,14,34,73,88,95,127,129,61,8,615
UCL521020,0,0,5,0,0,4,9,11,0,33,0,0,0,0,0,0,4,0,0,4,0,3,0,4,16,3,5,3,6,40,17,26,52,72,125,126,146,55,8,632
UCL521021,0,0,0,0,0,0,3,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,13,10,8,4,13,11,0,58,15,29,93,129,92,115,108,65,13,658
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,27,9,19,0,0,79,13,19,75,87,146,115,96,11,4,564
UCL521023,0,0,3,0,0,3,9,4,0,17,0,0,0,0,0,0,0,0,0,3,0,4,3,9,4,10,12,0,3,47,14,23,73,83,58,85,71,18,12,432
UCL521024,10,6,10,11,19,18,22,9,0,101,0,0,0,3,3,0,0,12,0,23,10,20,38,38,37,29,17,9,3,200,86,111,265,232,193,143,81,29,3,1155
UCL521025,0,0,0,0,0,0,8,7,5,24,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,17,9,9,0,58,9,19,117,92,104,106,91,57,15,612
UCL521026,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,11,12,5,3,9,0,43,21,37,60,99,158,104,51,36,3,583
UCL521027,0,0,0,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,16,23,50,44,38,33,20,4,0,223,38,58,121,114,117,100,57,12,4,621
UCL521028,0,0,0,0,0,9,13,15,11,43,0,0,0,0,0,0,0,0,0,3,8,4,11,3,22,17,10,27,11,111,33,20,73,82,96,142,115,87,39,679
UCL521029,0,3,0,0,3,8,10,8,10,34,0,0,0,0,0,0,0,0,0,0,4,0,10,10,12,13,3,19,13,82,25,32,100,97,94,138,100,83,42,710
UCL521030,0,0,5,0,3,3,8,12,5,38,0,0,8,0,0,0,0,0,4,7,0,11,7,10,11,18,13,14,0,81,8,37,108,60,89,126,128,76,25,669
UCL521031,0,0,0,0,8,3,8,4,0,27,0,0,0,0,0,0,0,0,0,3,3,15,38,21,17,19,8,8,0,119,17,31,112,80,81,89,45,17,4,475
UCL521032,4,0,7,5,4,7,4,12,0,42,0,0,0,0,0,0,0,0,0,3,12,6,29,14,20,19,11,3,0,116,31,47,130,64,77,106,50,20,0,516
UCL521033,0,0,0,0,0,4,5,0,0,15,0,0,0,0,3,0,0,0,0,0,12,15,33,47,55,44,24,10,0,236,19,23,56,82,93,96,63,24,9,461
UCL521034,0,0,0,0,0,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,4,13,6,12,15,3,6,3,62,22,43,71,85,129,139,80,44,11,627
UCL521035,0,0,0,0,0,0,4,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,9,4,14,0,57,12,6,38,51,74,98,93,67,19,450
UCL521036,0,0,0,0,0,8,9,7,0,31,0,0,0,0,0,0,0,0,0,0,5,3,12,0,24,19,13,5,0,96,11,29,70,36,87,113,84,45,3,483
UCL521037,0,0,0,0,0,9,11,13,5,36,0,0,0,0,0,0,0,0,0,0,0,3,4,12,11,9,8,6,0,59,36,35,92,155,136,127,109,71,11,762
UCL521038,0,0,0,0,4,4,24,18,6,59,0,0,0,0,0,0,0,3,0,10,4,9,10,17,11,22,14,15,3,107,19,21,47,71,95,136,161,94,44,679
UCL521039,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,13,6,7,0,49,16,16,46,95,115,163,111,64,19,641
UCL521040,0,0,0,0,3,0,0,3,3,18,0,0,0,0,0,0,7,4,0,4,0,13,36,28,22,26,6,0,0,133,8,31,154,147,102,99,45,15,6,607
UCL521041,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,12,0,0,0,3,0,0,24,4,29,164,121,53,47,11,0,0,437
UCL521042,0,0,0,0,7,0,0,8,10,24,0,0,0,0,0,0,0,0,0,0,0,5,9,7,5,7,3,0,8,52,14,34,68,63,101,82,75,40,29,505
UCL521043,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,4,8,8,0,0,0,30,12,18,36,55,84,107,76,27,4,409
UCL521044,0,0,3,3,0,3,11,13,3,39,0,0,0,0,0,0,0,0,0,0,0,6,3,5,14,9,13,14,13,74,11,33,65,64,73,121,122,89,23,605
UCL521045,0,0,0,0,0,0,7,12,7,28,0,0,0,0,0,0,0,0,0,0,5,3,11,6,20,24,36,15,11,131,12,16,48,39,51,97,140,62,34,495
UCL521046,7,3,0,0,8,8,17,7,0,57,0,0,0,0,0,0,0,3,0,8,0,3,9,11,5,12,12,4,0,50,32,60,100,81,102,80,51,24,3,535
UCL521047,0,0,0,3,0,0,8,13,5,29,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,10,3,0,0,41,7,18,63,62,84,89,68,36,12,438
UCL521048,0,0,0,0,0,3,8,14,12,41,0,0,0,0,0,0,0,0,0,0,0,3,18,11,5,24,13,14,8,94,14,35,90,85,86,161,181,95,34,788
UCL521049,4,6,15,14,9,11,0,3,0,54,0,0,0,0,0,0,0,0,0,12,3,4,4,6,3,4,0,0,0,35,30,57,88,87,66,46,11,4,0,395
UCL521050,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,6,5,9,5,4,7,12,3,0,55,21,41,97,95,69,95,108,43,19,587
UCL521051,0,0,4,0,0,10,9,9,4,28,0,0,0,0,0,0,0,0,0,0,3,4,3,13,13,6,4,12,3,67,19,62,82,92,122,152,80,49,10,666
UCL521052,0,0,0,4,4,6,7,8,0,37,0,0,0,0,0,0,0,0,0,3,4,4,20,29,18,20,10,3,4,121,36,36,101,118,101,90,49,25,0,563
UCL522001,7,3,9,4,10,9,8,0,0,42,0,0,0,0,0,0,0,4,0,10,0,8,0,3,3,3,5,0,0,19,32,54,89,71,54,30,17,4,3,346
UCL522002,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,9,0,0,22,9,13,30,23,38,41,64,29,9,240
UCL522003,0,0,0,0,3,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,5,4,11,3,0,0,0,0,23,14,33,53,38,37,14,11,6,4,209
UCL522004,3,0,0,7,9,8,0,0,0,25,0,0,0,0,0,4,5,3,0,16,0,0,0,4,0,0,0,0,0,4,37,31,45,38,26,25,9,3,0,216
UCL522005,0,4,3,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,0,0,4,0,16,23,9,55,55,24,22,9,9,0,203
UCL522006,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,0,0,11,17,33,33,46,70,69,52,21,8,347
UCL522007,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,5,12,22,17,17,42,58,21,9,187
UCL522008,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,5,0,26,4,5,22,19,21,40,37,14,4,169
UCL522009,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,4,0,0,0,26,15,28,42,49,79,49,25,10,0,299
UCL522010,0,0,0,0,0,4,12,7,0,24,0,0,0,0,0,0,4,0,0,7,3,0,0,0,3,0,0,0,0,8,12,16,31,40,43,52,58,26,10,287
UCL522011,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,5,17,3,4,11,3,5,50,6,22,36,54,26,41,52,20,9,266
UCL522012,0,0,0,0,0,0,3,10,4,17,0,0,0,0,0,0,0,5,0,3,0,0,5,3,5,9,10,5,0,37,9,9,55,36,49,92,92,53,16,412
UCL522013,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,3,0,22,22,17,35,49,74,79,44,19,8,340
UCL522014,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,16,0,13,21,29,26,36,19,9,0,163
UCL522015,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,0,0,0,16,9,25,66,39,24,31,23,3,0,214
UCL522016,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,14,3,3,5,41,8,6,21,30,29,46,33,29,5,215
UCL522017,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,3,36,8,15,35,36,49,75,76,27,5,319
UCL522018,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,10,0,0,27,0,9,9,5,14,22,52,11,0,133
UCL522019,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,5,0,0,3,31,5,3,10,25,22,38,26,9,8,150
UCL522020,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,0,0,13,14,23,39,26,26,43,15,0,0,176
UCL522021,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,6,0,23,3,21,22,49,35,38,71,30,4,279
UCL522022,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,7,9,5,0,41,3,12,30,24,37,36,39,26,0,204
UCL522023,0,0,0,0,0,6,3,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,10,0,0,28,5,12,33,33,47,64,57,21,9,275
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,10,8,5,11,12,23,62,74,37,10,233
UCL522025,0,0,0,0,0,0,8,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,12,15,8,3,64,9,21,34,49,43,75,91,49,20,388
UCL522026,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,4,6,19,12,24,49,93,58,10,264
UCL522027,0,0,0,0,0,0,3,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,5,3,33,3,18,28,42,35,64,51,37,7,292
UCL522028,0,0,6,0,0,7,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,0,17,0,6,18,6,6,38,33,24,5,134
UCL522029,0,0,0,0,0,0,6,0,5,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,0,16,9,10,49,55,43,42,44,16,3,284
UCL522030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,4,4,0,0,35,3,12,37,33,27,42,22,8,0,192
UCL522031,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,10,0,0,3,0,5,0,0,0,0,6,21,10,52,34,27,21,7,0,0,177
UCL522032,4,0,0,0,4,8,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,22,40,42,45,53,49,38,11,3,0,283
UCL522033,0,0,0,0,4,0,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,6,11,0,40,14,12,29,24,53,75,101,53,4,364
UCL522034,4,0,7,5,3,3,5,0,0,35,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,15,8,38,29,15,20,10,4,0,142
UCL522035,0,0,0,0,0,0,5,0,5,16,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,3,0,20,8,9,22,20,38,43,32,11,10,189
UCL522036,0,0,0,0,0,0,7,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,20,6,5,12,18,39,38,44,16,0,181
UCL522037,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,3,0,3,0,0,4,5,5,8,3,0,0,31,9,4,31,37,36,39,38,25,9,228
UCL522038,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,3,3,5,0,18,11,35,66,59,47,56,43,35,9,362
UCL522039,0,0,0,0,0,8,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,19,3,8,13,5,0,0,53,8,26,73,48,48,82,35,5,5,337
UCL522040,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,26,0,7,10,5,42,46,61,24,3,204
UCL522041,0,0,0,0,0,4,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,12,6,5,4,37,3,12,26,25,38,85,86,17,8,299
UCL522042,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,12,12,7,9,0,0,0,59,4,36,75,58,51,33,9,0,0,271
UCL522043,0,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,6,6,9,4,9,10,0,0,0,42,23,33,72,48,44,24,12,0,0,253
UCL522044,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,6,4,0,0,26,10,9,19,20,21,26,22,7,0,133
UCL522045,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,7,4,0,0,0,0,0,28,14,19,41,23,24,14,5,0,0,135
UCL522046,0,0,0,0,0,0,9,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,18,12,5,0,51,4,6,18,25,28,53,41,24,9,209
UCL522047,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,21,0,9,10,4,9,28,5,3,89,24,15,38,40,40,56,75,28,18,344
UCL522048,0,0,0,0,0,0,4,8,0,15,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,5,0,27,7,12,35,30,31,36,30,30,11,227
UCL522049,0,0,0,0,0,0,3,9,4,23,0,0,0,0,0,0,0,0,0,0,0,8,12,10,12,14,14,0,0,72,12,12,33,34,42,50,47,17,3,250
UCL522050,0,0,0,0,0,0,3,10,5,24,0,0,0,0,0,0,0,0,0,0,4,0,0,8,12,13,7,9,13,66,8,12,38,38,48,63,58,45,36,356
UCL522051,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,15,11,6,26,23,45,43,24,20,4,202
UCL522052,0,0,0,0,0,4,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,5,0,0,14,5,14,23,19,16,14,12,7,0,121
UCL522053,0,0,0,0,3,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,5,0,0,0,22,12,15,31,17,26,15,6,0,0,119
UCL522054,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,5,4,0,4,30,3,13,12,22,38,23,15,7,5,136
UCL522055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,11,4,0,28,3,0,35,30,50,40,27,8,0,195
UCL522056,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,8,3,13,3,9,0,0,0,40,10,20,48,50,51,56,28,17,8,277
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,0,0,0,17,7,18,52,19,23,19,3,0,0,149
UCL522058,0,0,4,0,0,0,3,3,4,15,0,0,0,0,0,0,0,0,0,6,4,4,0,3,3,5,0,0,0,34,13,20,21,26,24,42,25,26,8,216
UCL522059,0,0,0,0,0,0,5,7,3,14,0,0,0,0,0,0,0,0,0,4,0,3,9,13,5,9,10,10,0,56,7,12,33,40,37,49,46,43,6,283
UCL522060,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,9,9,13,3,0,0,50
UCL522061,0,0,0,0,0,0,7,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,7,9,4,25,0,5,24,23,39,73,68,59,8,298
UCL522062,0,0,0,4,3,6,0,0,0,19,0,0,0,0,4,3,4,0,0,12,0,0,0,0,0,0,0,0,0,5,7,27,44,33,35,10,6,4,0,159
UCL522063,0,0,0,0,4,10,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,0,0,0,19,10,8,30,33,21,22,10,3,0,127
UCL522064,4,0,5,13,9,3,0,0,0,34,0,0,0,0,4,0,10,4,0,18,0,4,8,6,12,4,0,11,0,40,36,53,79,58,58,25,13,8,0,332
UCL522065,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,14,5,4,4,46,7,12,29,15,23,49,33,31,5,210
UCL522066,0,0,0,0,0,4,4,6,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,9,4,12,5,6,4,46,4,17,53,61,39,48,38,29,13,304
UCL522067,0,0,0,0,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,7,14,11,6,8,0,0,51,12,24,33,38,44,19,25,3,0,199
UCL522068,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,9,13,10,7,0,0,41,20,21,37,56,67,69,43,29,5,344
UCL522069,0,0,0,0,0,4,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,9,7,0,43,8,7,28,32,32,41,60,42,4,259
UCL522070,0,0,0,0,3,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,7,0,21,9,23,32,35,46,57,56,14,4,271
UCL522071,3,0,9,3,0,4,0,0,0,18,0,3,0,0,5,0,0,0,0,16,5,0,0,0,0,0,0,0,0,8,37,46,75,51,40,21,8,0,0,287
UCL531001,53,37,149,168,302,477,960,965,355,3464,15,16,44,87,136,108,71,90,37,607,778,1179,2943,3001,3160,2879,1992,980,199,17114,4397,7715,17358,20796,25401,27120,19966,8076,1649,132476
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,46,77,50,21,3,0,0,226,6,31,116,170,109,62,18,0,0,515
UCL599994,7,3,9,14,14,15,36,20,3,117,0,3,5,6,3,6,5,0,0,30,105,231,662,813,740,495,244,66,19,3375,215,558,1509,1543,1313,1144,758,156,30,7225
UCL603001,64,61,231,226,269,481,804,1181,978,4295,9,24,158,125,167,157,144,89,53,928,407,545,1678,1141,938,999,1194,1102,622,8633,4266,12412,34017,25311,22996,22694,20301,11948,4882,158826
UCL611001,22,43,156,154,156,242,448,572,550,2339,3,18,93,126,160,100,59,64,25,650,193,362,685,456,418,476,514,581,350,4031,1945,5387,12321,9763,9861,9420,8357,5299,2206,64570
UCL612001,7,6,25,21,45,75,162,211,205,756,0,0,6,8,17,16,18,8,6,80,77,62,144,137,163,132,150,149,85,1100,558,1240,2558,2320,2530,2660,2221,1376,549,16011
